연도,월,행정구역구분명,행정구역명,총 인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,총 인구수 (남),0~9세 (남),10~19세 (남),20~29세 (남),30~39세 (남),40~49세 (남),50~59세 (남),60~69세 (남),70~79세 (남),80~89세 (남),90~99세 (남),100세 이상 (남),총 인구수 (여),0~9세 (여),10~19세 (여),20~29세 (여),30~39세 (여),40~49세 (여),50~59세 (여),60~69세 (여),70~79세 (여),80~89세 (여),90~99세 (여),100세 이상 (여)
2021,01,읍면동,경기도 고양시 덕양구 행주동,19119,720,1228,2852,2289,2741,4025,2983,1423,745,107,6,9977,388,644,1560,1297,1487,2173,1541,607,261,18,1,9142,332,584,1292,992,1254,1852,1442,816,484,89,5
2021,01,읍면동,경기도 고양시 덕양구 화전동,27123,3836,1699,2995,6096,4654,3370,2617,1197,530,112,17,13482,1946,825,1499,2966,2494,1680,1267,577,192,31,5,13641,1890,874,1496,3130,2160,1690,1350,620,338,81,12
2021,01,읍면동,경기도 고양시 덕양구 화정1동 ,37992,1971,3682,6222,4260,5871,7556,4169,2545,1516,184,16,18472,1014,1912,3117,2201,2757,3687,2105,1002,610,63,4,19520,957,1770,3105,2059,3114,3869,2064,1543,906,121,12
2021,01,읍면동,경기도 고양시 덕양구 화정2동 ,33391,2617,3765,4646,4319,6204,5797,3129,1735,1044,130,5,16217,1347,1937,2365,2119,2886,2859,1606,667,394,36,1,17174,1270,1828,2281,2200,3318,2938,1523,1068,650,94,4
2021,01,읍면동,경기도 고양시 덕양구 효자동,12829,1884,917,1544,2762,2191,1639,1080,519,231,41,21,6255,943,423,701,1331,1169,804,535,246,77,16,10,6574,941,494,843,1431,1022,835,545,273,154,25,11
2021,01,읍면동,경기도 고양시 덕양구 흥도동,45384,5363,3976,5062,7646,8442,6456,4740,2517,1040,136,6,22064,2700,1990,2506,3606,4364,3092,2247,1158,367,34,0,23320,2663,1986,2556,4040,4078,3364,2493,1359,673,102,6
2021,01,구,경기도 고양시 일산동구,300665,20868,29618,45052,38658,51295,55985,33195,15670,8834,1426,64,146316,10678,15297,22709,18858,24306,27396,16804,6726,3168,353,21,154349,10190,14321,22343,19800,26989,28589,16391,8944,5666,1073,43
2021,01,읍면동,경기도 고양시 일산동구 고봉동 ,23074,1390,1532,2948,2934,3476,4584,3501,1656,866,182,5,12093,717,832,1674,1609,1885,2440,1814,788,308,24,2,10981,673,700,1274,1325,1591,2144,1687,868,558,158,3
2021,01,읍면동,경기도 고양시 일산동구 마두1동,24436,1407,3295,3831,2295,4194,4808,2590,1162,724,121,9,11764,721,1683,1910,1050,1888,2362,1365,501,248,33,3,12672,686,1612,1921,1245,2306,2446,1225,661,476,88,6
2021,01,읍면동,경기도 고양시 일산동구 마두2동,16637,1224,2231,2287,1570,2978,3123,1579,846,689,107,3,7887,631,1143,1151,688,1292,1554,799,346,244,38,1,8750,593,1088,1136,882,1686,1569,780,500,445,69,2
2021,01,읍면동,경기도 고양시 일산동구 백석1동,30848,2031,2750,4976,4562,5021,5733,3392,1490,781,107,5,14696,1035,1409,2435,2243,2315,2701,1642,594,295,25,2,16152,996,1341,2541,2319,2706,3032,1750,896,486,82,3
2021,01,읍면동,경기도 고양시 일산동구 백석2동,20946,886,1335,3456,3377,3740,3874,2338,1156,679,100,5,10098,432,708,1605,1651,1824,1973,1183,491,209,22,0,10848,454,627,1851,1726,1916,1901,1155,665,470,78,5
2021,01,읍면동,경기도 고양시 일산동구 식사동 ,36559,3626,4854,4927,4140,7270,6457,3104,1391,673,111,6,17818,1856,2498,2472,1853,3390,3262,1633,582,242,28,2,18741,1770,2356,2455,2287,3880,3195,1471,809,431,83,4
2021,01,읍면동,경기도 고양시 일산동구 장항1동,11003,1389,945,1192,1741,1997,1901,1186,453,162,34,3,5641,739,483,630,817,1034,979,650,236,67,5,1,5362,650,462,562,924,963,922,536,217,95,29,2
2021,01,읍면동,경기도 고양시 일산동구 장항2동,26957,1104,1586,5037,4854,4821,4812,2539,1252,841,107,4,13103,573,798,2323,2457,2329,2395,1344,506,346,30,2,13854,531,788,2714,2397,2492,2417,1195,746,495,77,2
2021,01,읍면동,경기도 고양시 일산동구 정발산동,23717,1236,2095,4037,2911,3629,4487,3004,1451,749,113,5,11457,649,1039,2104,1514,1676,2075,1456,644,267,30,3,12260,587,1056,1933,1397,1953,2412,1548,807,482,83,2
2021,01,읍면동,경기도 고양시 일산동구 중산동 ,47414,3412,4477,6956,5556,7404,9203,5750,2752,1607,282,15,22909,1724,2369,3665,2698,3503,4293,2856,1171,552,73,5,24505,1688,2108,3291,2858,3901,4910,2894,1581,1055,209,10
2021,01,읍면동,경기도 고양시 일산동구 풍산동 ,39074,3163,4518,5405,4718,6765,7003,4212,2061,1063,162,4,18850,1601,2335,2740,2278,3170,3362,2062,867,390,45,0,20224,1562,2183,2665,2440,3595,3641,2150,1194,673,117,4
2021,01,구,경기도 고양시 일산서구,302363,22504,33728,42977,36419,52068,56008,32005,15894,9332,1368,60,146755,11460,17226,22072,17776,24335,27311,16203,6648,3349,360,15,155608,11044,16502,20905,18643,27733,28697,15802,9246,5983,1008,45
2021,01,읍면동,경기도 고양시 일산서구 대화동 ,36567,2278,3057,6414,5349,5717,6809,3959,1877,962,137,8,17686,1147,1633,3060,2720,2714,3252,1977,815,332,33,3,18881,1131,1424,3354,2629,3003,3557,1982,1062,630,104,5
2021,01,읍면동,경기도 고양시 일산서구 송산동 ,51983,4577,6369,6723,5777,9802,9440,5394,2491,1218,184,8,25665,2320,3194,3551,2738,4687,4847,2728,1103,458,37,2,26318,2257,3175,3172,3039,5115,4593,2666,1388,760,147,6
2021,01,읍면동,경기도 고양시 일산서구 송포동 ,21878,1644,2273,3144,2932,3751,4003,2342,1116,596,74,3,10801,811,1164,1719,1405,1757,1979,1187,510,250,17,2,11077,833,1109,1425,1527,1994,2024,1155,606,346,57,1
2021,01,읍면동,경기도 고양시 일산서구 일산1동,27665,1990,2670,3997,3236,4315,5260,3329,1818,909,131,10,13372,986,1333,2070,1626,2030,2523,1651,771,347,34,1,14293,1004,1337,1927,1610,2285,2737,1678,1047,562,97,9
2021,01,읍면동,경기도 고양시 일산서구 일산2동,18679,918,1478,2792,1939,2561,4189,2766,1235,695,101,5,9284,446,795,1467,991,1269,2078,1434,525,251,28,0,9395,472,683,1325,948,1292,2111,1332,710,444,73,5
2021,01,읍면동,경기도 고양시 일산서구 일산3동,36048,2636,5834,4798,3531,7166,6566,3172,1354,840,146,5,17522,1387,2998,2467,1704,3183,3198,1677,572,295,40,1,18526,1249,2836,2331,1827,3983,3368,1495,782,545,106,4
2021,01,읍면동,경기도 고양시 일산서구 주엽1동,28152,1877,3253,3751,3304,4678,5013,3112,1726,1259,171,8,13160,953,1626,1926,1544,2065,2348,1532,675,435,53,3,14992,924,1627,1825,1760,2613,2665,1580,1051,824,118,5
2021,01,읍면동,경기도 고양시 일산서구 주엽2동,29332,2011,3224,3841,3295,4868,5194,3273,1952,1457,208,9,13739,1052,1616,1931,1577,2211,2416,1623,751,496,63,3,15593,959,1608,1910,1718,2657,2778,1650,1201,961,145,6
2021,01,읍면동,경기도 고양시 일산서구 탄현동 ,52059,4573,5570,7517,7056,9210,9534,4658,2325,1396,216,4,25526,2358,2867,3881,3471,4419,4670,2394,926,485,55,0,26533,2215,2703,3636,3585,4791,4864,2264,1399,911,161,4
2021,01,시군,경기도 과천시 ,64549,5377,6435,8825,8987,9758,11280,7714,3789,1940,391,53,31675,2784,3321,4630,4536,4694,5476,3765,1667,704,88,10,32874,2593,3114,4195,4451,5064,5804,3949,2122,1236,303,43
2021,01,읍면동,경기도 과천시 갈현동 ,11182,1287,1505,1219,1389,2141,1743,1020,552,273,48,5,5438,655,752,644,623,1029,888,501,222,110,14,0,5744,632,753,575,766,1112,855,519,330,163,34,5
2021,01,읍면동,경기도 과천시 과천동 ,9647,657,611,1294,1680,1429,1563,1398,697,275,40,3,5039,327,334,719,964,778,775,688,334,107,13,0,4608,330,277,575,716,651,788,710,363,168,27,3
2021,01,읍면동,경기도 과천시 문원동 ,7894,601,861,1036,970,1284,1336,925,585,234,48,14,3838,317,452,557,504,612,662,405,243,75,8,3,4056,284,409,479,466,672,674,520,342,159,40,11
2021,01,읍면동,경기도 과천시 별양동 ,10310,629,1080,1664,1197,1354,2024,1249,603,407,90,13,4914,333,549,841,594,609,970,593,255,144,22,4,5396,296,531,823,603,745,1054,656,348,263,68,9
2021,01,읍면동,경기도 과천시 부림동 ,14416,1372,1392,1991,2266,2094,2547,1578,706,382,83,5,7067,717,741,1014,1124,998,1218,787,318,134,15,1,7349,655,651,977,1142,1096,1329,791,388,248,68,4
2021,01,읍면동,경기도 과천시 중앙동 ,11100,831,986,1621,1485,1456,2067,1544,646,369,82,13,5379,435,493,855,727,668,963,791,295,134,16,2,5721,396,493,766,758,788,1104,753,351,235,66,11
2021,01,시군,경기도 광명시 ,297748,23039,30438,38088,40935,51316,49599,37737,17858,7439,1155,144,146858,11814,15638,19948,20646,25359,24733,17910,8048,2467,259,36,150890,11225,14800,18140,20289,25957,24866,19827,9810,4972,896,108
2021,01,읍면동,경기도 광명시 광명1동,574,5,18,67,87,75,146,120,37,11,5,3,302,4,10,36,47,45,80,58,17,4,1,0,272,1,8,31,40,30,66,62,20,7,4,3
2021,01,읍면동,경기도 광명시 광명2동,3519,125,201,422,397,510,643,659,393,146,19,4,1775,72,97,232,224,279,331,306,175,48,10,1,1744,53,104,190,173,231,312,353,218,98,9,3
2021,01,읍면동,경기도 광명시 광명3동,9895,363,628,1318,1160,1408,1891,1744,977,353,47,6,4801,182,332,699,633,725,905,761,424,128,9,3,5094,181,296,619,527,683,986,983,553,225,38,3
2021,01,읍면동,경기도 광명시 광명4동,14103,692,938,1911,1846,2014,2484,2415,1276,445,63,19,6897,351,461,999,989,1013,1226,1123,568,146,16,5,7206,341,477,912,857,1001,1258,1292,708,299,47,14
2021,01,읍면동,경기도 광명시 광명5동,14696,863,1289,1872,1806,2344,2540,2258,1192,466,60,6,7251,451,672,1024,940,1190,1224,1036,539,160,13,2,7445,412,617,848,866,1154,1316,1222,653,306,47,4
2021,01,읍면동,경기도 광명시 광명6동,10840,842,1162,1305,1279,1851,1821,1498,759,278,36,9,5349,394,604,676,649,911,917,724,368,99,6,1,5491,448,558,629,630,940,904,774,391,179,30,8
2021,01,읍면동,경기도 광명시 광명7동,18482,1187,1669,2502,2378,2844,3221,2783,1313,505,73,7,9103,575,838,1337,1237,1422,1542,1331,616,184,20,1,9379,612,831,1165,1141,1422,1679,1452,697,321,53,6
2021,01,읍면동,경기도 광명시 소하1동,32041,3026,4271,3688,4003,6166,4849,3684,1589,634,114,17,15678,1539,2187,1951,1880,2967,2426,1754,747,196,27,4,16363,1487,2084,1737,2123,3199,2423,1930,842,438,87,13
2021,01,읍면동,경기도 광명시 소하2동,51121,4802,5026,6999,8469,8735,8103,5496,2406,918,152,15,25707,2482,2555,3687,4296,4452,4123,2650,1119,304,33,6,25414,2320,2471,3312,4173,4283,3980,2846,1287,614,119,9
2021,01,읍면동,경기도 광명시 철산1동,11145,940,1423,1446,1457,2083,1842,1184,524,213,32,1,5488,488,738,749,719,977,919,573,242,77,6,0,5657,452,685,697,738,1106,923,611,282,136,26,1
2021,01,읍면동,경기도 광명시 철산2동,8796,358,583,1291,1201,1297,1833,1349,563,267,47,7,4607,180,314,682,686,683,997,697,253,101,11,3,4189,178,269,609,515,614,836,652,310,166,36,4
2021,01,읍면동,경기도 광명시 철산3동,32922,2864,4202,4203,3870,6130,5510,3803,1561,667,104,8,16108,1463,2181,2164,1801,2878,2729,1873,759,236,21,3,16814,1401,2021,2039,2069,3252,2781,1930,802,431,83,5
2021,01,읍면동,경기도 광명시 철산4동,13513,1043,1228,1696,2348,2332,2181,1622,773,257,31,2,6764,539,641,907,1181,1177,1112,760,355,87,5,0,6749,504,587,789,1167,1155,1069,862,418,170,26,2
2021,01,읍면동,경기도 광명시 하안1동,26456,2344,3251,3281,2969,5009,4530,3085,1339,539,102,7,13214,1223,1650,1755,1464,2463,2319,1521,631,166,21,1,13242,1121,1601,1526,1505,2546,2211,1564,708,373,81,6
2021,01,읍면동,경기도 광명시 하안2동,14192,1015,1114,1725,2540,2440,2195,1692,867,506,82,16,6711,509,574,856,1320,1216,1020,709,343,142,19,3,7481,506,540,869,1220,1224,1175,983,524,364,63,13
2021,01,읍면동,경기도 광명시 하안3동,20633,1484,1894,2501,2864,3519,3346,2584,1487,812,133,9,9720,795,971,1241,1400,1724,1624,1164,539,233,28,1,10913,689,923,1260,1464,1795,1722,1420,948,579,105,8
2021,01,읍면동,경기도 광명시 하안4동,12609,1020,1455,1663,2032,2336,2037,1225,545,261,34,1,6125,531,758,840,1044,1100,981,561,218,86,6,0,6484,489,697,823,988,1236,1056,664,327,175,28,1
2021,01,읍면동,경기도 광명시 학온동 ,2211,66,86,198,229,223,427,536,257,161,21,7,1258,36,55,113,136,137,258,309,135,70,7,2,953,30,31,85,93,86,169,227,122,91,14,5
2021,01,시군,경기도 광주시 ,382578,34957,33621,45203,57679,66904,63681,48609,22150,8403,1267,104,195548,17955,17183,23946,30013,35375,32482,24389,10685,3214,279,27,187030,17002,16438,21257,27666,31529,31199,24220,11465,5189,988,77
2021,01,읍면동,경기도 광주시 경안동 ,25043,1995,2270,3356,3549,4125,4406,3137,1520,589,82,14,12904,1051,1169,1817,1857,2156,2353,1578,702,201,14,6,12139,944,1101,1539,1692,1969,2053,1559,818,388,68,8
2021,01,읍면동,경기도 광주시 곤지암읍,23007,1394,1814,2824,2777,3565,4563,3494,1640,811,105,20,12287,710,962,1576,1559,1921,2548,1873,798,308,25,7,10720,684,852,1248,1218,1644,2015,1621,842,503,80,13
2021,01,읍면동,경기도 광주시 광남1동,33648,2711,2680,4255,4918,5729,5986,4679,1951,635,102,2,17307,1393,1383,2271,2593,3073,3023,2340,970,242,19,0,16341,1318,1297,1984,2325,2656,2963,2339,981,393,83,2
2021,01,읍면동,경기도 광주시 광남2동,33994,5378,3960,3040,6226,7130,4015,2628,1187,370,59,1,16869,2712,2052,1518,2933,3634,2037,1241,578,155,9,0,17125,2666,1908,1522,3293,3496,1978,1387,609,215,50,1
2021,01,읍면동,경기도 광주시 남종면 ,1507,43,63,111,92,156,270,385,230,138,19,0,783,23,35,60,51,83,147,210,107,60,7,0,724,20,28,51,41,73,123,175,123,78,12,0
2021,01,읍면동,경기도 광주시 남한산성면,2605,145,203,185,222,360,494,510,299,155,31,1,1393,73,106,96,123,202,286,285,146,71,5,0,1212,72,97,89,99,158,208,225,153,84,26,1
2021,01,읍면동,경기도 광주시 도척면 ,9407,467,641,999,995,1357,1831,1781,830,425,72,9,5175,246,337,581,575,817,1028,984,428,158,19,2,4232,221,304,418,420,540,803,797,402,267,53,7
2021,01,읍면동,경기도 광주시 송정동 ,22162,1694,2026,2815,2980,3768,3968,3000,1373,462,72,4,11151,830,988,1478,1587,1961,1987,1492,652,160,16,0,11011,864,1038,1337,1393,1807,1981,1508,721,302,56,4
2021,01,읍면동,경기도 광주시 쌍령동 ,18391,1951,1653,2371,2929,3218,3039,2082,840,264,40,4,9170,1010,802,1219,1459,1652,1460,1044,404,116,4,0,9221,941,851,1152,1470,1566,1579,1038,436,148,36,4
2021,01,읍면동,경기도 광주시 오포읍 ,112327,11232,8730,13533,19993,20017,17274,13068,5974,2150,336,20,56856,5823,4472,7080,10394,10653,8374,6327,2824,821,82,6,55471,5409,4258,6453,9599,9364,8900,6741,3150,1329,254,14
2021,01,읍면동,경기도 광주시 초월읍 ,46215,3764,4716,5551,6226,8243,7951,5833,2675,1090,161,5,24020,1959,2372,2959,3273,4387,4271,3068,1291,408,31,1,22195,1805,2344,2592,2953,3856,3680,2765,1384,682,130,4
2021,01,읍면동,경기도 광주시 탄벌동 ,39139,3104,3646,4999,5316,6812,7335,5061,2051,709,89,17,19915,1589,1846,2644,2857,3501,3652,2521,998,279,25,3,19224,1515,1800,2355,2459,3311,3683,2540,1053,430,64,14
2021,01,읍면동,경기도 광주시 퇴촌면 ,15133,1079,1219,1164,1456,2424,2549,2951,1580,605,99,7,7718,536,659,647,752,1335,1316,1426,787,235,23,2,7415,543,560,517,704,1089,1233,1525,793,370,76,5
2021,01,시군,경기도 구리시 ,197217,15049,18093,27239,26228,32722,35771,24672,11757,4899,704,83,97836,7774,9332,13978,13189,16343,17596,12331,5272,1807,187,27,99381,7275,8761,13261,13039,16379,18175,12341,6485,3092,517,56
2021,01,읍면동,경기도 구리시 갈매동 ,31443,4587,2273,3323,6021,5753,4247,3308,1441,414,73,3,15601,2377,1138,1648,2893,3077,2019,1586,714,130,17,2,15842,2210,1135,1675,3128,2676,2228,1722,727,284,56,1
2021,01,읍면동,경기도 구리시 교문1동,16387,728,1086,2236,2027,2471,3237,2595,1333,564,83,27,8344,376,520,1160,1115,1335,1657,1319,615,211,25,11,8043,352,566,1076,912,1136,1580,1276,718,353,58,16
2021,01,읍면동,경기도 구리시 교문2동,22314,1599,2766,3057,2517,3871,3943,2723,1219,537,76,6,10829,811,1397,1579,1223,1788,1909,1331,557,214,19,1,11485,788,1369,1478,1294,2083,2034,1392,662,323,57,5
2021,01,읍면동,경기도 구리시 동구동 ,38139,2724,3992,5648,4585,6385,7275,4304,2094,987,139,6,18830,1438,2116,2919,2304,3051,3497,2191,895,376,41,2,19309,1286,1876,2729,2281,3334,3778,2113,1199,611,98,4
2021,01,읍면동,경기도 구리시 수택1동,17877,733,1227,2748,2114,2567,3696,2852,1328,524,78,10,8900,401,637,1357,1136,1295,1850,1446,575,180,20,3,8977,332,590,1391,978,1272,1846,1406,753,344,58,7
2021,01,읍면동,경기도 구리시 수택2동,25671,1325,2115,3818,3199,3732,5066,3810,1742,747,102,15,12784,664,1106,2011,1642,1941,2483,1895,752,268,18,4,12887,661,1009,1807,1557,1791,2583,1915,990,479,84,11
2021,01,읍면동,경기도 구리시 수택3동,21855,1596,2261,3036,2721,3993,3979,2417,1233,534,77,8,11040,816,1173,1617,1385,1944,2060,1256,556,212,20,1,10815,780,1088,1419,1336,2049,1919,1161,677,322,57,7
2021,01,읍면동,경기도 구리시 인창동 ,23531,1757,2373,3373,3044,3950,4328,2663,1367,592,76,8,11508,891,1245,1687,1491,1912,2121,1307,608,216,27,3,12023,866,1128,1686,1553,2038,2207,1356,759,376,49,5
2021,01,시군,경기도 군포시 ,273542,20505,26493,38199,38131,44321,48122,33731,15182,7577,1206,75,135726,10495,13667,19969,19772,21832,23497,16624,6829,2687,333,21,137816,10010,12826,18230,18359,22489,24625,17107,8353,4890,873,54
2021,01,읍면동,경기도 군포시 광정동 ,25397,1761,2757,3657,3233,4267,4424,2816,1396,908,167,11,12347,915,1430,1841,1618,1998,2245,1364,598,292,45,1,13050,846,1327,1816,1615,2269,2179,1452,798,616,122,10
2021,01,읍면동,경기도 군포시 군포1동,33780,1992,2644,5445,4655,5066,6565,4578,1914,779,130,12,17818,1015,1383,2999,2655,2722,3424,2375,905,298,38,4,15962,977,1261,2446,2000,2344,3141,2203,1009,481,92,8
2021,01,읍면동,경기도 군포시 군포2동,53708,4697,6197,7236,7172,9235,9339,6054,2514,1075,176,13,26668,2420,3174,3755,3643,4503,4518,3039,1194,375,43,4,27040,2277,3023,3481,3529,4732,4821,3015,1320,700,133,9
2021,01,읍면동,경기도 군포시 궁내동 ,21055,1848,3140,2539,2216,4129,3579,1972,938,609,82,3,10246,972,1581,1345,1046,1883,1782,983,408,214,32,0,10809,876,1559,1194,1170,2246,1797,989,530,395,50,3
2021,01,읍면동,경기도 군포시 금정동 ,17444,867,1169,2757,2338,2491,3512,2700,1112,421,68,9,9067,464,608,1484,1312,1343,1801,1354,533,150,15,3,8377,403,561,1273,1026,1148,1711,1346,579,271,53,6
2021,01,읍면동,경기도 군포시 대야동 ,20614,2253,1746,2608,3725,3326,3264,2306,934,379,68,5,10354,1128,910,1313,1903,1730,1560,1193,463,133,18,3,10260,1125,836,1295,1822,1596,1704,1113,471,246,50,2
2021,01,읍면동,경기도 군포시 산본1동,16074,656,850,2494,2183,2090,3045,2709,1359,581,99,8,8053,346,446,1354,1251,1113,1437,1284,611,189,21,1,8021,310,404,1140,932,977,1608,1425,748,392,78,7
2021,01,읍면동,경기도 군포시 산본2동,27313,2278,2774,3745,3535,4427,4794,3577,1379,681,120,3,13256,1164,1439,1930,1717,2090,2226,1777,632,249,31,1,14057,1114,1335,1815,1818,2337,2568,1800,747,432,89,2
2021,01,읍면동,경기도 군포시 수리동 ,16830,1047,1624,2111,2124,2713,2967,2128,1211,797,103,5,8020,493,839,1079,1085,1311,1402,976,497,298,37,3,8810,554,785,1032,1039,1402,1565,1152,714,499,66,2
2021,01,읍면동,경기도 군포시 오금동 ,22130,1918,2152,2850,3736,3785,3476,2337,1136,653,86,1,10769,967,1131,1481,1867,1813,1646,1104,476,258,26,0,11361,951,1021,1369,1869,1972,1830,1233,660,395,60,1
2021,01,읍면동,경기도 군포시 재궁동 ,19197,1188,1440,2757,3214,2792,3157,2554,1289,694,107,5,9128,611,726,1388,1675,1326,1456,1175,512,231,27,1,10069,577,714,1369,1539,1466,1701,1379,777,463,80,4
2021,01,시군,경기도 김포시 ,477332,55468,48102,52445,76728,89210,67232,50063,25901,10575,1533,75,239165,28281,24514,27065,37701,46467,34298,24374,12081,4002,362,20,238167,27187,23588,25380,39027,42743,32934,25689,13820,6573,1171,55
2021,01,읍면동,경기도 김포시 고촌읍 ,45840,6207,4344,4315,8453,8611,5848,4928,2173,816,132,13,22880,3233,2245,2159,4053,4474,2891,2383,1105,307,28,2,22960,2974,2099,2156,4400,4137,2957,2545,1068,509,104,11
2021,01,읍면동,경기도 김포시 구래동 ,42016,6432,3619,5375,9911,8048,3885,2877,1369,431,67,2,20919,3266,1770,2585,4989,4366,1854,1286,627,162,13,1,21097,3166,1849,2790,4922,3682,2031,1591,742,269,54,1
2021,01,읍면동,경기도 김포시 김포본동,62081,6022,6444,7949,8443,10809,10476,6726,3455,1549,198,10,30598,2997,3304,4228,4069,5311,5196,3344,1512,583,51,3,31483,3025,3140,3721,4374,5498,5280,3382,1943,966,147,7
2021,01,읍면동,경기도 김포시 대곶면 ,9794,322,539,909,863,1254,2176,2062,1075,507,85,2,5712,176,292,569,544,800,1380,1189,536,204,22,0,4082,146,247,340,319,454,796,873,539,303,63,2
2021,01,읍면동,경기도 김포시 마산동 ,33147,5269,2831,2941,7395,6418,3221,2850,1640,497,83,2,16428,2689,1411,1438,3675,3464,1535,1242,768,183,22,1,16719,2580,1420,1503,3720,2954,1686,1608,872,314,61,1
2021,01,읍면동,경기도 김포시 사우동 ,22837,1587,2097,3213,2865,3791,4220,2815,1497,658,87,7,11435,835,1100,1707,1467,1940,2106,1351,669,244,16,0,11402,752,997,1506,1398,1851,2114,1464,828,414,71,7
2021,01,읍면동,경기도 김포시 양촌읍 ,28972,2331,2490,2985,3861,4805,5022,4256,2152,906,155,9,15264,1170,1279,1621,2156,2714,2757,2176,1023,333,31,4,13708,1161,1211,1364,1705,2091,2265,2080,1129,573,124,5
2021,01,읍면동,경기도 김포시 운양동 ,49606,7605,5207,4618,9261,10803,5612,3838,1922,642,98,0,24274,3891,2657,2241,4203,5642,2746,1724,890,255,25,0,25332,3714,2550,2377,5058,5161,2866,2114,1032,387,73,0
2021,01,읍면동,경기도 김포시 월곶면 ,5518,147,250,525,396,596,1172,1285,711,355,76,5,3033,69,123,319,232,373,675,707,385,134,15,1,2485,78,127,206,164,223,497,578,326,221,61,4
2021,01,읍면동,경기도 김포시 장기동 ,41065,5761,5037,3855,6734,9039,4797,3311,1792,650,87,2,20221,2952,2479,2010,3188,4629,2430,1494,788,235,16,0,20844,2809,2558,1845,3546,4410,2367,1817,1004,415,71,2
2021,01,읍면동,경기도 김포시 장기본동,39322,5013,5539,3930,5697,8435,5020,3193,1752,656,84,3,19186,2505,2810,1966,2634,4170,2536,1471,816,258,18,2,20136,2508,2729,1964,3063,4265,2484,1722,936,398,66,1
2021,01,읍면동,경기도 김포시 통진읍 ,26703,1670,2283,3227,2920,4036,5150,4188,2035,1038,151,5,14279,860,1238,1932,1651,2261,2795,2221,913,362,44,2,12424,810,1045,1295,1269,1775,2355,1967,1122,676,107,3
2021,01,읍면동,경기도 김포시 풍무동 ,62247,6840,6972,7788,9279,11685,8944,5975,3290,1311,155,8,30477,3496,3555,3798,4453,5775,4444,2841,1553,523,37,2,31770,3344,3417,3990,4826,5910,4500,3134,1737,788,118,6
2021,01,읍면동,경기도 김포시 하성면 ,8184,262,450,815,650,880,1689,1759,1038,559,75,7,4459,142,251,492,387,548,953,945,496,219,24,2,3725,120,199,323,263,332,736,814,542,340,51,5
2021,01,시군,경기도 남양주시,714822,64619,77390,85165,89274,130410,117419,83886,45017,18728,2689,225,355980,33225,39755,44447,44020,65418,59953,40919,20521,7044,617,61,358842,31394,37635,40718,45254,64992,57466,42967,24496,11684,2072,164
2021,01,읍면동,경기도 남양주시 금곡동,18981,726,1193,2512,2115,2287,3897,3575,1647,878,135,16,9677,372,631,1397,1198,1210,1944,1816,766,305,32,6,9304,354,562,1115,917,1077,1953,1759,881,573,103,10
2021,01,읍면동,경기도 남양주시 다산1동 ,77961,10289,8147,8945,13139,15185,10212,7003,3475,1350,200,16,38313,5233,4096,4487,6245,7744,5035,3264,1684,492,32,1,39648,5056,4051,4458,6894,7441,5177,3739,1791,858,168,15
2021,01,읍면동,경기도 남양주시 다산2동 ,36306,4832,3767,3841,5916,7311,5147,3413,1425,553,86,15,17689,2460,1928,1947,2693,3697,2513,1575,657,195,19,5,18617,2372,1839,1894,3223,3614,2634,1838,768,358,67,10
2021,01,읍면동,경기도 남양주시 별내동,74076,8540,6791,9046,11942,13317,10916,8282,3647,1367,212,16,36044,4351,3352,4493,5785,6630,5220,3978,1734,461,36,4,38032,4189,3439,4553,6157,6687,5696,4304,1913,906,176,12
2021,01,읍면동,경기도 남양주시 별내면,19736,1213,1948,2505,1796,3282,3621,2752,1729,761,108,21,9881,623,1059,1254,936,1644,1891,1339,769,328,33,5,9855,590,889,1251,860,1638,1730,1413,960,433,75,16
2021,01,읍면동,경기도 남양주시 수동면,9048,350,549,817,758,1051,1798,1955,1130,498,132,10,4741,193,309,473,412,585,988,1016,548,186,25,6,4307,157,240,344,346,466,810,939,582,312,107,4
2021,01,읍면동,경기도 남양주시 양정동,4616,168,198,525,499,485,906,1084,495,224,24,8,2614,83,101,314,308,316,510,643,244,89,6,0,2002,85,97,211,191,169,396,441,251,135,18,8
2021,01,읍면동,경기도 남양주시 오남읍,53672,3988,6604,6742,5421,10251,9619,5785,3543,1522,192,5,27010,2071,3370,3620,2733,5149,5080,2831,1533,574,47,2,26662,1917,3234,3122,2688,5102,4539,2954,2010,948,145,3
2021,01,읍면동,경기도 남양주시 와부읍,62433,4096,7425,7853,6031,11102,11177,7682,4798,1942,296,31,30793,2138,3802,4154,2969,5288,5667,3675,2235,776,81,8,31640,1958,3623,3699,3062,5814,5510,4007,2563,1166,215,23
2021,01,읍면동,경기도 남양주시 조안면,4204,195,253,405,423,530,776,877,481,223,38,3,2177,101,125,231,223,274,421,458,243,92,6,3,2027,94,128,174,200,256,355,419,238,131,32,0
2021,01,읍면동,경기도 남양주시 진건읍,24252,1053,1910,3315,2335,3351,5184,4040,1972,942,137,13,12589,587,973,1827,1264,1791,2749,2139,882,348,28,1,11663,466,937,1488,1071,1560,2435,1901,1090,594,109,12
2021,01,읍면동,경기도 남양주시 진접읍,93055,8272,11442,10558,10342,17432,15174,11037,5949,2521,312,16,46964,4283,5919,5594,5136,8765,8059,5487,2673,960,84,4,46091,3989,5523,4964,5206,8667,7115,5550,3276,1561,228,12
